,label_hType_mix,label_num_intersect,label_bld_avg_age,label_emp_rat_num,label_LUM5_single,label_RNR_nres,label_mdist_smallparks,label_nig_rat_daily,label_nig_rat_daily3,label_mdist_nres_daily,label_num_community_places,label_num_community_places_poi,label_avg_block_area,label_sphi,label_enterprises_empl_size,label_pop_rat_num,label_emp_rat_pop,label_den_nres_daily,label_mdist_parks,label_den_nres_non-daily,label_mdist_railways,label_mdist_highways,label_mdist_water,label_activity_density
MAE,0.21271542868343338,0.17012434705316068,0.17162071703879167,0.16017188825277204,0.23816928787759056,0.2626781327207859,0.15926768805798366,0.15324560509092144,0.08090019977641981,0.16991955061635844,0.15618491336653217,0.21409870424735353,0.19307439595736187,0.15341049049975028,0.23751995969209141,0.17037768438150389,0.19337029943076223,0.20032421079173693,0.19080512264311003,0.15602395359404364,0.20438446587067363,0.22011224454922818,0.19441487563826465,0.17346616734853704
R2,-1.4179867277621718,0.06692024154250398,0.15724177179782184,0.13715675605329047,-0.19672942072588206,-0.28241133916454686,0.17318742459472725,-0.7343853872307,-0.7092096224196407,0.04987794478903984,0.09653123135777308,-0.5591083637725467,-0.15188276548222923,-0.19156511343661187,-0.037948259421455965,-0.19474654393963586,-0.5200074621422615,0.012482603731615471,-0.12811054086173468,-0.38863066336898067,-0.2288891579943062,-0.5624313204819926,-0.5166838224644494,0.1533438301586324
RMSE,0.24336562456455277,0.2154930490473865,0.21522434767114768,0.19604607094100587,0.28298413779183174,0.3262536369974883,0.1963717770067225,0.19549675966438382,0.12935466137354437,0.21076167012701943,0.19352204300848294,0.2581024215984019,0.24515725901035834,0.1914881441758639,0.2776404534791641,0.2142893432059234,0.2332168595653727,0.24649606964899445,0.2410183405071885,0.20239678153061946,0.2501116525723383,0.2841953979995562,0.242445389263527,0.20705685277586994
