,label_hType_mix,label_num_intersect,label_bld_avg_age,label_emp_rat_num,label_LUM5_single,label_RNR_nres,label_mdist_smallparks,label_nig_rat_daily,label_nig_rat_daily3,label_mdist_nres_daily,label_num_community_places,label_num_community_places_poi,label_avg_block_area,label_sphi,label_enterprises_empl_size,label_pop_rat_num,label_emp_rat_pop,label_den_nres_daily,label_mdist_parks,label_den_nres_non-daily,label_mdist_railways,label_mdist_highways,label_mdist_water,label_activity_density
MAE,0.18390121193488707,0.1975483805889814,0.1703320650965614,0.18176254974353487,0.30522831157972075,0.3385833988292634,0.20764488335334805,0.18239857688820324,0.14566183189627846,0.1581568741262006,0.17179448529665517,0.16603113973339473,0.2251052213501121,0.21874205400181826,0.2122531725944743,0.21199155524340368,0.1795133261496589,0.15506278700470094,0.18280851769795384,0.14660098598022248,0.22913914635870186,0.24856609157993917,0.2647295392601843,0.17691759469811816
R2,-1.1982852910757456,0.09050013385993183,0.24732328254584757,0.2917201442845666,-1.0924170596208285,-1.0644890940246365,0.19672948387207567,0.05821326390648496,-0.11012243745936612,0.2751269829257854,0.30433316558434886,-0.14642147659247784,-0.1466054702680495,-0.20477383889681744,-0.1289255923941195,0.04915629279843858,-0.4531298675124189,0.3494833465357178,-0.10133826619896857,0.21290985403330465,0.10072643364500711,-0.35108347845485066,-0.29959990199347586,0.36713069677478594
RMSE,0.22716620039651966,0.2401932091014699,0.20575731744556616,0.21605932936356795,0.36204176762667256,0.39699228974888073,0.24886498950670755,0.24250362422327612,0.23261940463142264,0.19986772068999198,0.21547634394734255,0.22402182297936943,0.27328820724938324,0.25895296910414717,0.27493405072710714,0.2541983266617848,0.22218388839748673,0.2006694939301026,0.23616203471964428,0.218753334823993,0.2668618558170021,0.29855575315386584,0.30991899241302195,0.2165089878224333
