,label_hType_mix,label_num_intersect,label_bld_avg_age,label_emp_rat_num,label_LUM5_single,label_RNR_nres,label_mdist_smallparks,label_nig_rat_daily,label_nig_rat_daily3,label_mdist_nres_daily,label_num_community_places,label_num_community_places_poi,label_avg_block_area,label_sphi,label_enterprises_empl_size,label_pop_rat_num,label_emp_rat_pop,label_den_nres_daily,label_mdist_parks,label_den_nres_non-daily,label_mdist_railways,label_mdist_highways,label_mdist_water,label_activity_density
MAE,0.22275741859740247,0.1421274321260736,0.18150980316262727,0.12945473562121984,0.20168810654356342,0.21594992498956783,0.2134141001781492,0.1710054425563147,0.14930246267883127,0.14397078873114696,0.15819212509399638,0.19492810443517677,0.14747544571032006,0.17723516551201685,0.18476725175547154,0.14941916919944265,0.15274132643222874,0.17123121289486268,0.23403676682105828,0.1503181784041549,0.1866892489025988,0.2105476415062433,0.2109936649622864,0.12549508409338653
R2,-0.21333091485822298,0.6031227184030922,0.016728873394090127,0.4405654820714574,0.21504611001170393,-0.1046007960727442,-1.094914159999933,-0.35096588218150804,0.03699967075619259,0.4402852073146515,0.4165765321936833,-0.5391704015447052,0.2519902379275748,-0.4559722474864498,-0.004635515583110372,0.41206485443623897,-0.19211452295438214,0.299941589231864,-0.5039931249407199,0.36045000479094147,-0.08411679573120123,-0.1314081733192034,-0.13896050774080293,0.43045946635871013
RMSE,0.2853635568174738,0.16904671006911492,0.23466400661232506,0.157584346412541,0.24298065922935658,0.2589022026516289,0.25418891032891544,0.22984160670184486,0.2531599893039362,0.19110290074690076,0.19312961108664256,0.2564240048452181,0.18581344468952468,0.21284151391228626,0.22538843690731047,0.18332207880597512,0.19997840281038565,0.22835679219616636,0.28106130082206104,0.19951577834643772,0.2318883451831552,0.25518057454188736,0.26162602459782824,0.16009382320993695
