,label_hType_mix,label_num_intersect,label_bld_avg_age,label_emp_rat_num,label_LUM5_single,label_RNR_nres,label_mdist_smallparks,label_nig_rat_daily,label_nig_rat_daily3,label_mdist_nres_daily,label_num_community_places,label_num_community_places_poi,label_avg_block_area,label_sphi,label_enterprises_empl_size,label_pop_rat_num,label_emp_rat_pop,label_den_nres_daily,label_mdist_parks,label_den_nres_non-daily,label_mdist_railways,label_mdist_highways,label_mdist_water,label_activity_density
MAE,0.2138705840113796,0.14149093276256458,0.15504047085503114,0.15472158229340774,0.22808793633547347,0.24830052879643286,0.15732736366124792,0.1879043389723498,0.12324583710311653,0.15651041797083282,0.15561901520769,0.1839669519756953,0.1529997286694739,0.18955278012213872,0.21536803536195176,0.1910088858941036,0.18438204680010958,0.20977856010598436,0.23438663098897156,0.15312857708520738,0.20233399657785028,0.23413733924020386,0.19279357574715628,0.16296360699069679
R2,-0.3401402255684247,0.37006838560878963,0.3589073008282503,0.16853385497824636,-0.22618322098052301,-0.10611424332769537,0.16149316875436948,-0.804020335705236,-0.9374865591402493,0.2762218557496823,0.2605970176756175,-0.36595225190661607,0.19630898869126667,-0.3000243672060754,-0.14727132867377835,-0.4929908999613337,-0.4717438875043778,0.15695225562899118,-0.6639973485597386,0.0388803765331901,-0.1987999556840061,-0.6955151012812388,-0.2547866693834302,0.16083935781312875
RMSE,0.24214515673091455,0.17329693796757586,0.19232474907155225,0.184750619847802,0.27555970113928163,0.2828108376384009,0.19697349684612195,0.23546533136404704,0.17807998359845878,0.19524023817554587,0.1937269041217068,0.2270926156204796,0.19517739301879494,0.23276822333038943,0.25623353182144937,0.23161853266173957,0.2154270439056181,0.25691142204935513,0.2850696520010194,0.19537550589829564,0.2509987374333189,0.30035361916797115,0.23937285512240317,0.205015450761467
